SaleDate,CustomerType,Area,Category,SaleAmount,SaleYear
11/05/15,Contractor,East,Tools,1506.77,2015
11/07/15,Consumer,South,Materials,391.01,2015
11/07/15,Contractor,East,Materials,26.36,2015
11/07/15,Consumer,Mid-Town,Materials,20.08,2015
11/07/15,Consumer,West,Materials,62.85,2015
11/07/15,Consumer,West,Materials,99.34,2015
11/07/15,Consumer,East,Materials,7.43,2015
11/07/15,Consumer,East,Materials,27.44,2015
11/07/15,Contractor,South,Tools,215.28,2015
11/08/15,Consumer,West,Materials,7.16,2015
11/08/15,Consumer,West,Materials,4.45,2015
11/09/15,Consumer,Mid-Town,Appliances,293.67,2015
11/09/15,Contractor,East,Materials,26.44,2015
11/09/15,Contractor,East,Materials,7.67,2015
11/09/15,Contractor,East,Materials,24.61,2015
11/09/15,Contractor,South,Materials,16.95,2015
11/09/15,Contractor,South,Materials,1345.70,2015
11/09/15,Consumer,Mid-Town,Materials,76.71,2015
11/09/15,Consumer,Mid-Town,Materials,23.76,2015
11/09/15,Consumer,Mid-Town,Materials,84.83,2015
11/09/15,Consumer,Mid-Town,Materials,33.02,2015
11/09/15,Consumer,Mid-Town,Materials,177.67,2015
11/09/15,Contractor,West,Tools,192.63,2015
11/09/15,Consumer,East,Tools,715.25,2015
11/09/15,Consumer,Mid-Town,Tools,65.19,2015
11/10/15,Home Builder,West,Appliances,372.20,2015
11/10/15,Consumer,West,Appliances,120.14,2015
11/10/15,Consumer,South,Appliances,226.25,2015
11/10/15,Consumer,Mid-Town,Appliances,282.44,2015
11/10/15,Contractor,East,Appliances,550.24,2015
11/10/15,Contractor,East,Appliances,4644.13,2015
11/10/15,Consumer,East,Materials,12.00,2015
11/10/15,Home Builder,West,Materials,5.05,2015
11/10/15,Consumer,West,Materials,5.29,2015
11/10/15,Consumer,West,Materials,93.15,2015
11/10/15,Consumer,West,Materials,91.89,2015
11/10/15,Consumer,East,Materials,52.55,2015
11/10/15,Consumer,East,Materials,18.20,2015
11/10/15,Consumer,Mid-Town,Materials,11.21,2015
11/10/15,Consumer,South,Materials,44.50,2015
11/10/15,Consumer,South,Materials,265.91,2015
11/10/15,Consumer,South,Materials,28.13,2015
11/10/15,Contractor,East,Materials,67.43,2015
11/10/15,Contractor,South,Materials,31.74,2015
11/10/15,Contractor,South,Materials,5.25,2015
11/10/15,Contractor,South,Materials,40.00,2015
11/10/15,Consumer,West,Electrical,66.93,2015
11/10/15,Consumer,South,Tools,186.62,2015
11/10/15,Contractor,East,Landscaping,12.03,2015
11/10/15,Contractor,East,Tools,577.86,2015
11/10/15,Contractor,South,Tools,4.99,2015
11/10/15,Contractor,East,Tools,4405.18,2015
11/11/15,Home Builder,East,Appliances,2322.00,2015
11/11/15,Consumer,East,Appliances,114.21,2015
11/11/15,Consumer,East,Appliances,926.95,2015
11/11/15,Consumer,East,Materials,11.92,2015
11/11/15,Consumer,Mid-Town,Materials,17.43,2015
11/11/15,Consumer,Mid-Town,Materials,26.43,2015
11/11/15,Consumer,Mid-Town,Materials,17.46,2015
11/11/15,Home Builder,East,Materials,18.01,2015
11/11/15,Consumer,East,Materials,244.63,2015
11/11/15,Consumer,East,Materials,12.29,2015
11/11/15,Home Builder,West,Materials,2.60,2015
11/11/15,Home Builder,Mid-Town,Materials,10.98,2015
11/11/15,Consumer,Mid-Town,Tools,1024.62,2015
11/12/15,Consumer,West,Materials,81.50,2015
11/12/15,Home Builder,Mid-Town,Appliances,550.32,2015
11/12/15,Contractor,Mid-Town,Materials,714.63,2015
11/12/15,Home Builder,Mid-Town,Materials,715.90,2015
11/12/15,Home Builder,Mid-Town,Materials,795.72,2015
11/12/15,Home Builder,Mid-Town,Materials,74.86,2015
11/12/15,Consumer,East,Materials,600.69,2015
11/12/15,Home Builder,Mid-Town,Tools,29.29,2015
11/13/15,Contractor,Mid-Town,Materials,422.50,2015
11/13/15,Contractor,Mid-Town,Materials,130.05,2015
11/14/15,Contractor,South,Appliances,101.00,2015
11/14/15,Contractor,West,Materials,16.80,2015
11/14/15,Contractor,South,Materials,11.88,2015
11/14/15,Contractor,South,Materials,5.50,2015
11/14/15,Contractor,South,Materials,4.87,2015
11/14/15,Contractor,Mid-Town,Materials,69.32,2015
11/14/15,Contractor,Mid-Town,Materials,15.71,2015
11/14/15,Contractor,Mid-Town,Materials,235.08,2015
11/14/15,Consumer,East,Materials,15.58,2015
11/14/15,Contractor,South,Tools,524.16,2015
11/14/15,Contractor,South,Tools,146.26,2015
11/15/15,Consumer,West,Appliances,243.67,2015
11/15/15,Consumer,East,Appliances,378.18,2015
11/15/15,Consumer,East,Materials,90.10,2015
11/15/15,Consumer,Mid-Town,Materials,53.52,2015
11/15/15,Home Builder,West,Appliances,340.04,2015
11/15/15,Consumer,South,Appliances,112.24,2015
11/15/15,Consumer,West,Materials,39.46,2015
11/15/15,Consumer,South,Materials,115.35,2015
11/15/15,Consumer,East,Materials,42.52,2015
11/15/15,Consumer,Mid-Town,Electrical,64.41,2015
11/15/15,Consumer,Mid-Town,Materials,96.29,2015
11/15/15,Consumer,South,Landscaping,85.08,2015
11/15/15,Consumer,South,Materials,121.22,2015
11/15/15,Consumer,West,Materials,9.92,2015
11/15/15,Consumer,West,Materials,30.01,2015
11/15/15,Consumer,West,Tools,106.45,2015
11/15/15,Consumer,East,Tools,300.18,2015
11/15/15,Consumer,Mid-Town,Tools,17.52,2015
11/15/15,Home Builder,West,Tools,64.03,2015
11/15/15,Consumer,Mid-Town,Tools,614.08,2015
11/15/15,Consumer,West,Tools,683.41,2015
11/16/15,Contractor,East,Materials,37.81,2015
11/16/15,Contractor,East,Materials,60.23,2015
11/16/15,Home Builder,East,Materials,48.00,2015
11/16/15,Contractor,West,Materials,92.09,2015
11/16/15,Contractor,West,Appliances,167.97,2015
11/16/15,Contractor,East,Materials,37.10,2015
11/16/15,Contractor,South,Materials,34.17,2015
11/16/15,Contractor,South,Materials,826.23,2015
11/16/15,Consumer,East,Materials,20.08,2015
11/16/15,Contractor,West,Materials,9.33,2015
11/16/15,Consumer,East,Tools,76.35,2015
11/16/15,Consumer,West,Tools,884.08,2015
11/16/15,Consumer,West,Tools,230.56,2015
11/17/15,Contractor,Mid-Town,Materials,250.48,2015
11/17/15,Contractor,Mid-Town,Materials,11.48,2015
11/17/15,Contractor,Mid-Town,Materials,9.00,2015
11/17/15,Contractor,East,Materials,71.05,2015
11/17/15,Contractor,East,Materials,35.01,2015
11/17/15,Contractor,East,Materials,119.09,2015
11/17/15,Contractor,East,Materials,166.99,2015
11/17/15,Home Builder,South,Tools,40.19,2015
11/18/15,Home Builder,Mid-Town,Appliances,1000.17,2015
11/18/15,Contractor,West,Appliances,305.06,2015
11/18/15,Contractor,Mid-Town,Appliances,240.06,2015
11/18/15,Home Builder,East,Materials,549.41,2015
11/18/15,Home Builder,Mid-Town,Materials,188.81,2015
11/18/15,Contractor,Mid-Town,Materials,21.54,2015
11/18/15,Contractor,West,Materials,19.16,2015
11/18/15,Home Builder,Mid-Town,Tools,185.79,2015
11/18/15,Home Builder,Mid-Town,Tools,214.35,2015
11/18/15,Home Builder,Mid-Town,Tools,653.67,2015
11/18/15,Contractor,West,Tools,696.54,2015
11/18/15,Contractor,Mid-Town,Tools,34.55,2015
11/19/15,Consumer,West,Appliances,420.13,2015
11/19/15,Consumer,Mid-Town,Materials,43.78,2015
11/19/15,Consumer,West,Materials,320.15,2015
11/19/15,Consumer,West,Materials,777.45,2015
11/19/15,Consumer,West,Electrical,32.61,2015
11/19/15,Consumer,Mid-Town,Materials,541.47,2015
11/19/15,Consumer,Mid-Town,Materials,109.51,2015
11/19/15,Consumer,West,Tools,81.17,2015
11/19/15,Consumer,West,Tools,225.69,2015
11/19/15,Consumer,West,Tools,36.88,2015
11/19/15,Consumer,Mid-Town,Tools,1323.92,2015
11/21/15,Consumer,East,Landscaping,861.97,2015
11/21/15,Contractor,West,Materials,32.01,2015
11/21/15,Consumer,East,Materials,6.28,2015
11/21/15,Home Builder,West,Tools,142.03,2015
11/22/15,Consumer,West,Materials,72.79,2015
11/22/15,Home Builder,West,Materials,14.06,2015
11/22/15,Contractor,Mid-Town,Appliances,480.04,2015
11/22/15,Contractor,East,Materials,64.68,2015
11/22/15,Contractor,East,Materials,11.98,2015
11/22/15,Home Builder,West,Materials,20.82,2015
11/22/15,Consumer,East,Materials,19.86,2015
11/22/15,Home Builder,West,Materials,25.40,2015
11/22/15,Home Builder,West,Materials,119.11,2015
11/22/15,Consumer,East,Materials,141.67,2015
11/22/15,Consumer,South,Materials,7.45,2015
11/22/15,Consumer,South,Materials,17.46,2015
11/22/15,Consumer,South,Materials,64.14,2015
11/22/15,Consumer,West,Materials,5.24,2015
11/22/15,Consumer,West,Materials,10.09,2015
11/22/15,Contractor,West,Materials,89.91,2015
11/22/15,Contractor,West,Materials,50.45,2015
11/22/15,Contractor,East,Tools,199.07,2015
11/22/15,Consumer,West,Tools,572.24,2015
11/22/15,Home Builder,West,Tools,22.19,2015
11/22/15,Consumer,East,Tools,64.03,2015
11/22/15,Consumer,South,Tools,301.97,2015
11/22/15,Home Builder,East,Tools,344.58,2015
11/22/15,Consumer,West,Tools,147.22,2015
11/22/15,Consumer,West,Tools,32.11,2015
11/23/15,Contractor,Mid-Town,Appliances,444.39,2015
11/23/15,Consumer,Mid-Town,Materials,83.95,2015
11/23/15,Consumer,Mid-Town,Appliances,405.35,2015
11/23/15,Contractor,West,Materials,24.04,2015
11/23/15,Consumer,East,Appliances,118.74,2015
11/23/15,Consumer,East,Materials,16.11,2015
11/23/15,Consumer,West,Materials,66.26,2015
11/23/15,Contractor,Mid-Town,Materials,12.51,2015
11/23/15,Consumer,Mid-Town,Materials,11.00,2015
11/23/15,Consumer,Mid-Town,Materials,19.98,2015
11/23/15,Contractor,West,Materials,325.86,2015
11/23/15,Contractor,West,Materials,16.54,2015
11/23/15,Contractor,Mid-Town,Materials,5.46,2015
11/23/15,Contractor,Mid-Town,Materials,1.98,2015
11/23/15,Contractor,Mid-Town,Electrical,24.85,2015
11/23/15,Contractor,Mid-Town,Materials,8.19,2015
11/23/15,Consumer,East,Tools,396.85,2015
11/23/15,Consumer,West,Tools,142.20,2015
11/23/15,Contractor,Mid-Town,Tools,255.98,2015
11/23/15,Consumer,East,Tools,1302.81,2015
11/23/15,Consumer,South,Tools,18.23,2015
11/24/15,Home Builder,Mid-Town,Materials,28.53,2015
11/24/15,Consumer,South,Materials,33.97,2015
11/24/15,Home Builder,Mid-Town,Materials,69.07,2015
11/24/15,Home Builder,Mid-Town,Materials,2.75,2015
11/24/15,Consumer,East,Materials,11.73,2015
11/24/15,Consumer,East,Materials,15.01,2015
11/24/15,Consumer,South,Materials,3.28,2015
11/24/15,Consumer,South,Materials,55.20,2015
11/24/15,Consumer,West,Materials,38.06,2015
11/24/15,Consumer,West,Materials,45.80,2015
11/24/15,Consumer,West,Materials,34.98,2015
11/24/15,Home Builder,East,Materials,17.40,2015
11/24/15,Home Builder,East,Materials,60.20,2015
11/24/15,Home Builder,Mid-Town,Tools,207.08,2015
11/25/15,Consumer,East,Appliances,320.30,2015
11/25/15,Contractor,Mid-Town,Materials,335.64,2015
11/25/15,Contractor,Mid-Town,Materials,24.19,2015
11/25/15,Contractor,Mid-Town,Materials,27.32,2015
11/25/15,Consumer,East,Materials,2625.33,2015
11/25/15,Consumer,East,Materials,18.18,2015
11/25/15,Consumer,East,Materials,47.19,2015
11/25/15,Consumer,East,Materials,13.25,2015
11/25/15,Consumer,East,Materials,17.39,2015
11/25/15,Consumer,East,Materials,39.09,2015
11/26/15,Consumer,West,Materials,14.54,2015
11/26/15,Consumer,West,Materials,27.63,2015
11/26/15,Consumer,West,Landscaping,148.20,2015
11/26/15,Consumer,West,Materials,368.93,2015
11/26/15,Consumer,West,Materials,14.99,2015
11/26/15,Consumer,West,Materials,3.25,2015
11/26/15,Consumer,West,Materials,19.49,2015
11/26/15,Consumer,West,Landscaping,455.09,2015
11/26/15,Consumer,West,Materials,94.13,2015
11/26/15,Consumer,West,Tools,83.75,2015
11/27/15,Consumer,South,Materials,13.22,2015
11/28/15,Contractor,Mid-Town,Appliances,623.99,2015
11/28/15,Contractor,East,Materials,14.99,2015
11/28/15,Contractor,East,Materials,105.11,2015
11/28/15,Contractor,East,Materials,61.37,2015
11/28/15,Contractor,East,Materials,11.05,2015
11/28/15,Contractor,South,Tools,692.71,2015
11/29/15,Consumer,South,Materials,85.66,2015
11/29/15,Contractor,East,Materials,84.81,2015
11/29/15,Contractor,East,Electrical,110.22,2015
11/29/15,Home Builder,West,Appliances,108.20,2015
11/29/15,Home Builder,East,Appliances,748.96,2015
11/29/15,Home Builder,East,Appliances,260.00,2015
11/29/15,Home Builder,South,Electrical,6.68,2015
11/29/15,Consumer,East,Materials,31.88,2015
11/29/15,Home Builder,West,Materials,117.23,2015
11/29/15,Home Builder,East,Materials,40.31,2015
11/29/15,Home Builder,East,Materials,61.74,2015
11/29/15,Home Builder,East,Materials,165.74,2015
11/29/15,Consumer,South,Tools,375.48,2015
11/29/15,Consumer,West,Tools,284.02,2015
11/29/15,Home Builder,East,Tools,174.40,2015
11/29/15,Home Builder,East,Tools,40.53,2015
11/29/15,Home Builder,East,Tools,450.53,2015
11/30/15,Contractor,Mid-Town,Appliances,648.00,2015
11/30/15,Contractor,Mid-Town,Materials,82.58,2015
11/30/15,Contractor,Mid-Town,Materials,54.25,2015
11/30/15,Contractor,East,Materials,64.73,2015
11/30/15,Consumer,Mid-Town,Materials,335.76,2015
11/30/15,Home Builder,West,Materials,8.30,2015
11/30/15,Consumer,West,Materials,46.64,2015
11/30/15,Consumer,East,Materials,3.22,2015
11/30/15,Contractor,Mid-Town,Tools,12.39,2015
11/30/15,Consumer,Mid-Town,Tools,159.56,2015
11/30/15,Consumer,East,Tools,345.17,2015
11/30/15,Contractor,East,Tools,69.52,2015
11/30/15,Consumer,East,Tools,74.68,2015
12/01/15,Consumer,Mid-Town,Materials,21.69,2015
12/01/15,Contractor,Mid-Town,Materials,571.87,2015
12/01/15,Contractor,Mid-Town,Materials,523.50,2015
12/01/15,Contractor,Mid-Town,Materials,165.06,2015
12/01/15,Contractor,Mid-Town,Materials,20.72,2015
12/01/15,Consumer,Mid-Town,Materials,8.90,2015
12/01/15,Home Builder,West,Materials,4.61,2015
12/01/15,Home Builder,West,Materials,56.63,2015
12/01/15,Contractor,Mid-Town,Tools,302.19,2015
12/01/15,Contractor,Mid-Town,Tools,1184.39,2015
12/02/15,Consumer,East,Materials,95.15,2015
12/02/15,Consumer,South,Landscaping,184.58,2015
12/02/15,Consumer,East,Landscaping,153.11,2015
12/02/15,Consumer,East,Materials,10.63,2015
12/02/15,Home Builder,Mid-Town,Electrical,4.04,2015
12/02/15,Home Builder,South,Materials,17.53,2015
12/02/15,Home Builder,South,Materials,72.11,2015
12/02/15,Consumer,East,Materials,23.87,2015
12/02/15,Consumer,West,Materials,26.13,2015
12/02/15,Consumer,South,Materials,6.17,2015
12/02/15,Consumer,South,Materials,102.29,2015
12/02/15,Consumer,East,Tools,681.65,2015
12/02/15,Consumer,West,Tools,85.01,2015
12/02/15,Contractor,South,Tools,18.28,2015
12/02/15,Consumer,South,Tools,359.25,2015
12/03/15,Consumer,West,Materials,55.98,2015
12/03/15,Home Builder,West,Materials,14.11,2015
12/03/15,Contractor,South,Materials,61.73,2015
12/03/15,Contractor,South,Materials,64.19,2015
12/03/15,Home Builder,West,Materials,33.70,2015
12/03/15,Home Builder,West,Materials,148.20,2015
12/03/15,Home Builder,West,Materials,119.91,2015
12/03/15,Home Builder,Mid-Town,Materials,19.56,2015
12/03/15,Home Builder,Mid-Town,Materials,3.92,2015
12/03/15,Home Builder,Mid-Town,Materials,18.80,2015
12/03/15,Consumer,Mid-Town,Tools,7.16,2015
12/03/15,Home Builder,West,Tools,2144.19,2015
12/03/15,Home Builder,West,Tools,2047.34,2015
12/03/15,Home Builder,West,Tools,2783.74,2015
12/05/15,Contractor,East,Appliances,501.63,2015
12/05/15,Home Builder,East,Materials,37.89,2015
12/05/15,Consumer,South,Appliances,109.81,2015
12/05/15,Home Builder,East,Materials,10.80,2015
12/05/15,Home Builder,East,Materials,16.68,2015
12/05/15,Contractor,East,Materials,590.59,2015
12/05/15,Consumer,South,Materials,97.89,2015
12/05/15,Consumer,South,Materials,10.00,2015
12/05/15,Home Builder,East,Materials,184.90,2015
12/05/15,Contractor,East,Tools,3.17,2015
12/05/15,Consumer,West,Tools,370.28,2015
12/05/15,Consumer,South,Tools,77.97,2015
12/06/15,Consumer,East,Materials,40.76,2015
12/06/15,Consumer,East,Appliances,1800.03,2015
12/06/15,Contractor,West,Appliances,115.87,2015
12/06/15,Consumer,South,Electrical,8.44,2015
12/06/15,Consumer,East,Materials,18.15,2015
12/06/15,Contractor,Mid-Town,Materials,86.82,2015
12/06/15,Consumer,South,Materials,1598.11,2015
12/06/15,Consumer,South,Materials,37.04,2015
12/06/15,Contractor,West,Materials,274.15,2015
12/06/15,Consumer,West,Materials,18.08,2015
12/06/15,Consumer,East,Tools,29.29,2015
12/06/15,Consumer,East,Tools,364.43,2015
12/06/15,Consumer,East,Tools,376.23,2015
12/06/15,Consumer,East,Tools,384.29,2015
12/06/15,Contractor,West,Tools,36.61,2015
12/06/15,Consumer,West,Tools,25.33,2015
12/07/15,Consumer,East,Materials,48.46,2015
12/07/15,Contractor,West,Materials,39.12,2015
12/07/15,Consumer,East,Materials,27.37,2015
12/07/15,Home Builder,Mid-Town,Materials,152.85,2015
12/07/15,Consumer,Mid-Town,Materials,45.16,2015
12/07/15,Consumer,East,Materials,244.02,2015
12/07/15,Consumer,East,Materials,22.92,2015
12/07/15,Contractor,West,Materials,12.65,2015
12/07/15,Consumer,Mid-Town,Materials,12.32,2015
12/07/15,Contractor,West,Tools,44.90,2015
12/07/15,Consumer,East,Tools,164.86,2015
12/07/15,Contractor,South,Tools,97.63,2015
12/08/15,Consumer,West,Appliances,221.38,2015
12/08/15,Consumer,East,Appliances,485.99,2015
12/08/15,Consumer,East,Appliances,1620.03,2015
12/08/15,Home Builder,Mid-Town,Appliances,1000.10,2015
12/08/15,Consumer,South,Appliances,186.12,2015
12/08/15,Consumer,West,Materials,128.56,2015
12/08/15,Consumer,Mid-Town,Materials,3.00,2015
12/08/15,Consumer,West,Materials,19.94,2015
12/08/15,Consumer,West,Materials,202.24,2015
12/08/15,Consumer,West,Materials,256.99,2015
12/08/15,Consumer,West,Materials,92.35,2015
12/08/15,Consumer,East,Materials,37.46,2015
12/08/15,Home Builder,West,Materials,32.87,2015
12/08/15,Consumer,East,Materials,6.72,2015
12/08/15,Consumer,East,Materials,42.07,2015
12/08/15,Consumer,West,Materials,6.53,2015
12/08/15,Consumer,West,Materials,1326.08,2015
12/08/15,Consumer,West,Materials,15.39,2015
12/08/15,Consumer,West,Materials,8.04,2015
12/08/15,Home Builder,East,Materials,15.04,2015
12/08/15,Contractor,West,Materials,9.05,2015
12/08/15,Consumer,West,Tools,212.30,2015
12/08/15,Consumer,East,Tools,70.74,2015
12/08/15,Consumer,East,Tools,114.20,2015
12/09/15,Consumer,East,Appliances,789.42,2015
12/09/15,Consumer,South,Materials,153.17,2015
12/09/15,Consumer,West,Materials,4.12,2015
12/09/15,Consumer,West,Materials,2.79,2015
12/09/15,Consumer,East,Materials,22.00,2015
12/09/15,Consumer,East,Materials,6.71,2015
12/09/15,Contractor,West,Materials,13.22,2015
12/09/15,Consumer,South,Tools,292.44,2015
12/09/15,Consumer,West,Tools,83.92,2015
12/10/15,Home Builder,Mid-Town,Appliances,1718.47,2015
12/10/15,Home Builder,Mid-Town,Appliances,120.20,2015
12/10/15,Contractor,West,Appliances,245.44,2015
12/10/15,Home Builder,Mid-Town,Materials,360.81,2015
12/10/15,Contractor,West,Materials,237.50,2015
12/10/15,Contractor,West,Materials,15.96,2015
12/11/15,Contractor,Mid-Town,Materials,34.28,2015
12/12/15,Consumer,South,Appliances,102.18,2015
12/12/15,Home Builder,East,Appliances,800.06,2015
12/12/15,Contractor,East,Appliances,135.25,2015
12/12/15,Consumer,East,Materials,25.70,2015
12/12/15,Contractor,Mid-Town,Materials,3.94,2015
12/12/15,Contractor,Mid-Town,Materials,2.85,2015
12/12/15,Consumer,South,Materials,1.87,2015
12/12/15,Consumer,South,Materials,26.13,2015
12/12/15,Home Builder,East,Materials,7.36,2015
12/12/15,Home Builder,East,Materials,41.33,2015
12/12/15,Home Builder,East,Materials,184.89,2015
12/12/15,Contractor,East,Materials,27.48,2015
12/12/15,Contractor,East,Materials,45.03,2015
12/12/15,Contractor,East,Materials,26.61,2015
12/12/15,Home Builder,West,Materials,56.56,2015
12/12/15,Consumer,Mid-Town,Materials,53.14,2015
